"persoonsgebonden_nummer";"inschrijvingsjaar";"opleidingsvorm";"eerste_jaar_aan_deze_instelling";"eerste_jaar_in_het_hoger_onderwijs";"eerste_jaar_aan_deze_opleiding_instelling";"diplomajaar_hoogste_vooropleiding";"geslacht";"leeftijd_per_peildatum_1_oktober";"postcodecijfers_student_op_1_oktober";"soort_inschrijving_continu_hoger_onderwijs";"indicatie_eerstejaars_continu_type_ho_binnen_ho";"datum_inschrijving";"opleidingscode_naam_opleiding";"hoogste_vooropleiding_omschrijving_vooropleiding"
67801;2012;"voltijd";2010;2010;2010;"1994";"man";19;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"wo-p economie"
67814;2010;"voltijd";2010;2009;2010;"2018";"vrouw";18;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
67814;2011;"voltijd";2010;2009;2010;"2018";"vrouw";18;"1098";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
67815;2014;"voltijd";2010;2010;2014;"2009";"vrouw";23;"1223";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67815;2015;"voltijd";2010;2010;2014;"2009";"vrouw";23;"1223";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67815;2016;"voltijd";2010;2010;2014;"2009";"vrouw";25;"1223";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67815;2017;"voltijd";2010;2010;2014;"2009";"vrouw";26;"1223";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67816;2012;"voltijd";2011;2011;2011;"1997";"vrouw";21;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"wo-p economie"
67816;2014;"voltijd";2011;2011;2011;"1997";"vrouw";23;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"B Tandheelkunde";"wo-p economie"
67852;2010;"voltijd";2010;2010;2010;"1999";"vrouw";19;"1991";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"wo-p gezondheidszorg"
67852;2012;"voltijd";2010;2010;2010;"1999";"vrouw";21;"1991";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"wo-p gezondheidszorg"
67852;2016;"voltijd";2010;2010;2013;"2019";"vrouw";25;"3524";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67897;2014;"voltijd";2010;2010;2014;"2020";"vrouw";23;"1107";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150601;"M Tandheelkunde";"wo-ba gezondheidszorg"
67897;2015;"voltijd";2010;2010;2014;"2020";"vrouw";23;"1107";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150601;"M Tandheelkunde";"wo-ba gezondheidszorg"
67897;2016;"voltijd";2010;2010;2014;"2020";"vrouw";25;"1107";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67897;2017;"voltijd";2010;2010;2014;"2020";"vrouw";26;"1107";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67900;2019;"voltijd";2013;2010;2017;"2012";"vrouw";27;"woonachtig elders in het buitenland";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt WEL voor bij een andere inschrijving van de betreffende student) (onechte neveninschrijving)";"inschrijving heeft soort inschrijving continu type ho binnen ho van 3 4 of 5 (of 8 9 C D E)";20200701;"M Tandheelkunde";"wo-ba natuur"
67900;2021;"voltijd";2013;2010;2017;"2012";"vrouw";29;"woonachtig elders in het buitenland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20210901;"M Tandheelkunde";"wo-ba natuur"
67917;2013;"voltijd";2011;2011;2011;"2016";"vrouw";23;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"B Tandheelkunde";"hbo-p economie"
67917;2015;"voltijd";2011;2011;2014;"2016";"vrouw";25;"1061";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67921;2013;"voltijd";2010;2010;2011;"2006";"vrouw";21;"1074";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
67921;2015;"voltijd";2010;2010;2014;"2014";"vrouw";23;"1079";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"wo-ba recht"
67921;2017;"voltijd";2010;2010;2014;"2014";"vrouw";25;"1079";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20170901;"M Tandheelkunde";"wo-ba recht"
67922;2011;"voltijd";2010;2010;2010;"2014";"man";20;"1461";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
67922;2015;"voltijd";2010;2010;2013;"2006";"man";24;"1423";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20150901;"M Tandheelkunde";"wo-ba gezondheidszorg"
67987;2010;"voltijd";2009;2009;2009;"2001";"man";19;"8017";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
67987;2011;"voltijd";2009;2009;2009;"2001";"man";20;"8017";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel economie & maatschappij"
68004;2010;"voltijd";2010;2010;2010;"2007";"vrouw";17;"1024";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
68004;2011;"voltijd";2010;2010;2010;"2007";"vrouw";17;"1024";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur & gezondheid"
68013;2013;"voltijd";2013;2011;2013;"2008";"man";20;"8071";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende neveninschrijving (d.w.z. soort inschrijving continu hoger onderwijs = 2 (of 7 of B))";20130901;"B Tandheelkunde";"wo-ba gedrag en maatschappij"
68013;2014;"voltijd";2013;2011;2013;"2008";"man";20;"8071";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende neveninschrijving (d.w.z. soort inschrijving continu hoger onderwijs = 2 (of 7 of B))";20130901;"B Tandheelkunde";"wo-ba gedrag en maatschappij"
68054;2014;"voltijd";2010;2009;2013;"2002";"vrouw";20;"1091";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-p taal en cultuur"
68072;2008;"voltijd";2008;2008;2008;"1994";"vrouw";15;"1503";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20080901;"B Tandheelkunde";"wo-p gezondheidszorg"
68072;2009;"voltijd";2008;2008;2008;"1994";"vrouw";15;"1503";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20080901;"B Tandheelkunde";"wo-p gezondheidszorg"
68072;2012;"voltijd";2008;2008;2011;"2013";"vrouw";19;"1016";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"M Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
68072;2014;"voltijd";2008;2008;2011;"2013";"vrouw";21;"1016";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
68078;2012;"voltijd";2010;2010;2011;"2012";"vrouw";21;"";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20120901;"B Tandheelkunde";"vwo profiel cultuur & maatschappij"
68078;2014;"voltijd";2010;2010;2014;"2001";"vrouw";23;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-p gezondheidszorg"
68078;2015;"voltijd";2010;2010;2014;"2001";"vrouw";23;"1183";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"M Tandheelkunde";"wo-p gezondheidszorg"
68093;2010;"voltijd";2010;2010;2010;"2018";"man";17;"1321";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
68093;2011;"voltijd";2010;2010;2010;"2018";"man";17;"1321";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20100901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
68093;2013;"voltijd";2010;2010;2010;"2018";"man";20;"1321";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20130901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
68121;2011;"voltijd";1995;1995;2010;"2010";"man";39;"2332";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20111001;"M Tandheelkunde";"overig buitenlands diploma / Europees baccalaureaat"
68131;2014;"voltijd";2010;2010;2012;"1996";"man";22;"1012";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende neveninschrijving (d.w.z. soort inschrijving continu hoger onderwijs = 2 (of 7 of B))";20140901;"B Tandheelkunde";"vwo algemeen"
68131;2015;"voltijd";2010;2010;2015;"2008";"man";23;"3552";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160701;"M Tandheelkunde";"wo-ba gezondheidszorg"
68131;2016;"voltijd";2010;2010;2015;"2008";"man";23;"3552";"neveninschrijving binnen het domein hoger onderwijs (combinatie opleiding-instelling komt NIET voor bij een andere inschrijving van de betreffende student) (echte neveninschrijving)";"ingeschrevene is eerstejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20160701;"M Tandheelkunde";"wo-ba gezondheidszorg"
68143;2011;"voltijd";2010;2010;2010;"2018";"vrouw";17;"2037";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20110901;"B Tandheelkunde";"vwo profiel natuur/techniek & natuur/gezondheid"
68150;2014;"voltijd";2012;2010;2012;"2010";"man";24;"woonachtig elders in het buitenland";"hoofdinschrijving binnen het domein hoger onderwijs";"ingeschrevene is hogerejaars type hoger onderwijs binnen hoger onderwijs voor de betreffende hoofdinschrijving (d.w.z. soort inschrijving continu type ho binnen ho = 1 (of 6 of A))";20140901;"B Tandheelkunde";"vwo profiel cultuur & maatschappij"
